Company ID,Company Name,City,State,Country,Postal Code,Contact Name,Contact Email,License Number,License Name,Email Address
921364,"AIS Recovery Solutions, LLC",Oklahoma City,OK,USA,73118,Jon McCleskey,ARSLLC@americaninfosource.com,DC921364,MA Debt Collector,
921364,"AIS Recovery Solutions, LLC",Vadodara,,IND,390003,Jon McCleskey,ARSLLC@americaninfosource.com,DC921364,MA Debt Collector,
DC921364,"AIS Recovery Solutions, LLC",,,,,,,,,ARSLLC@aisinfo.com
921364,"AIS Recovery Solutions, LLC",Irving,TX,USA,75038,Jon McCleskey,ARSLLC@americaninfosource.com,DC921364,MA Debt Collector,
921364,"AIS Recovery Solutions, LLC",Oklahoma City,OK,USA,73118,Jon McCleskey,ARSLLC@americaninfosource.com,DC921364,MA Debt Collector,
921364,"AIS Recovery Solutions, LLC",Vadodara,,IND,390003,Jon McCleskey,ARSLLC@americaninfosource.com,DC921364,MA Debt Collector,
,AJLM Receivables,,CA,USA,,,,,,
,AKCP LLC,,NY,USA,,,,,,
,ALCO Capital Group LLC,,WI,USA,,,,,,
950427,"ALW Sourcing, LLC",Ft. Washington,PA,USA,19034,William Allen,bill.allen@alwsourcing.com,DC1304,MA Debt Collector,
950427,"ALW Sourcing, LLC",Newark,DE,USA,19713,William Allen,bill.allen@alwsourcing.com,DC1304,MA Debt Collector,
950427,"ALW Sourcing, LLC",Newark,DE,USA,19713,William Allen,bill.allen@alwsourcing.com,DC1304,MA Debt Collector,
950427,"ALW Sourcing, LLC",Ft. Washington,PA,USA,19034,William Allen,bill.allen@alwsourcing.com,DC1304,MA Debt Collector,
929734,"AMERICAN ADJUSTMENT BUREAU,INC.",WATERBURY,CT,USA,6702,Joseph Valdez,American@AABInfo.net,DC1043,MA Debt Collector,
929734,"AMERICAN ADJUSTMENT BUREAU,INC.",WATERBURY,CT,USA,6702,Joseph Valdez,American@AABInfo.net,DC1043,MA Debt Collector,
929734,"AMERICAN ADJUSTMENT BUREAU,INC.",WATERBURY,CT,USA,6702,,,DC1043,MA Debt Collector,
DC1043,"AMERICAN ADJUSTMENT BUREAU,INC.",,,,,,,,,Anthony@AmerAdj.Net
,"AR Audit Services, Inc",,ND,USA,,,,,,
,ARM Compliance Business Solutions LLC,,AL,USA,,,,,,
934304,"ARS National Services, Inc.",Escondido,CA,USA,92025,Jennifer Cosgrove,licensing@arsnational.com,DC0601,MA Debt Collector,
934304,"ARS National Services, Inc.",Rancho Cucamonga,CA,USA,91730,Jennifer Cosgrove,licensing@arsnational.com,DC111077-102,MA Debt Collector,
934304,"ARS National Services, Inc.",Jacksonville,FL,USA,32256,Jennifer Cosgrove,licensing@arsnational.com,DC111077-103,MA Debt Collector,
934304,"ARS National Services, Inc.",Rancho Cucamonga,CA,USA,91730,Jennifer Cosgrove,licensing@arsnational.com,DC111077-102,MA Debt Collector,
934304,"ARS National Services, Inc.",Houston,TX,USA,77036,Jennifer Cosgrove,licensing@arsnational.com,DC934304,MA Debt Collector,
,"ARS National Services, Inc.",,CA,USA,,,,,,
934304,"ARS National Services, Inc.",Escondido,CA,USA,92025,,,DC0601,MA Debt Collector,
934304,"ARS National Services, Inc.",Rancho Cucamonga,CA,USA,91730,Erica Iwaszkiewicz,erica.iwaszkiewicz@arsnational.com,DC111077-102,MA Debt Collector,
934304,"ARS National Services, Inc.",Richmond,TX,USA,77406,,,DC934304,MA Debt Collector,
934304,"ARS National Services, Inc.",Escondido,CA,USA,92025,Jennifer Cosgrove,licensing@arsnational.com,DC0601,MA Debt Collector,
934304,"ARS National Services, Inc.",Houston,TX,USA,77036,Jennifer Cosgrove,licensing@arsnational.com,DC934304,MA Debt Collector,
934304,"ARS National Services, Inc.",Escondido,CA,USA,92025,Erica Iwaszkiewicz,erica.iwaszkiewicz@arsnational.com,DC0601,MA Debt Collector,
934304,"ARS National Services, Inc.",Houston,TX,USA,77063,Erica Iwaszkiewicz,erica.iwaszkiewicz@arsnational.com,DC934304,MA Debt Collector,
934304,"ARS National Services, Inc.",Jacksonville,FL,USA,32256,Erica Iwaszkiewicz,erica.iwaszkiewicz@arsnational.com,DC111077-103,MA Debt Collector,
934304,"ARS National Services, Inc.",Houston,TX,USA,77063,Jennifer Cosgrove,licensing@arsnational.com,DC934304,MA Debt Collector,
934304,"ARS National Services, Inc.",Jacksonville,FL,USA,32256,Jennifer Cosgrove,licensing@arsnational.com,DC111077-103,MA Debt Collector,
934304,"ARS National Services, Inc.",Jacksonville,FL,USA,32256,Jennifer Donaldson,licensing@arsnational.com,DC111077-103,MA Debt Collector,
934304,"ARS National Services, Inc.",Houston,TX,USA,77063,Jennifer Donaldson,licensing@arsnational.com,DC934304,MA Debt Collector,
934304,"ARS National Services, Inc.",Escondido,CA,USA,92025,Jennifer Donaldson,licensing@arsnational.com,DC0601,MA Debt Collector,
934304,"ARS National Services, Inc.",Rancho Cucamonga,CA,USA,91730,Jennifer Donaldson,licensing@arsnational.com,DC111077-102,MA Debt Collector,
934304,"ARS National Services, Inc.",Houston,TX,USA,77063,Jennifer Donaldson,jennifer.donaldson@arsnational.com,DC934304,MA Debt Collector,
934304,"ARS National Services, Inc.",Jacksonville,FL,USA,32256,Jennifer Donaldson,jennifer.donaldson@arsnational.com,DC111077-103,MA Debt Collector,
934304,"ARS National Services, Inc.",Rancho Cucamonga,CA,USA,91730,Jennifer Donaldson,jennifer.donaldson@arsnational.com,DC111077-102,MA Debt Collector,
934304,"ARS National Services, Inc.",Escondido,CA,USA,92025,Jennifer Donaldson,jennifer.donaldson@arsnational.com,DC0601,MA Debt Collector,
934304,"ARS National Services, Inc.",,,,,,,,,jonathan.lopez@arsnational.com
197476,"ARS Portfolio Services, LLC",,,,,,,,,LendingCompliance@defisolutions.com
197476,"ARS Portfolio Services, LLC",Williamsville,NY,USA,14221,Stephen Bissett,stephen.bissett@defisolutions.com,DC1265,MA Debt Collector,
197476,"ARS Portfolio Services, LLC",Williamsville,NY,USA,14221,Stephen Bissett,stephen.bissett@fiserv.com,DC1265,MA Debt Collector,
197476,"ARS Portfolio Services, LLC",Lake Mary,FL,USA,32746,Stephen Bissett,stephen.bissett@fiserv.com,DC197476,MA Debt Collector,
197476,"ARS Portfolio Services, LLC",Williamsville,NY,USA,14221,,,DC1265,MA Debt Collector,
197476,"ARS Portfolio Services, LLC",Williamsville,NY,USA,14221,Stephen Bissett,stephen.bissett@defisolutions.com,DC1265,MA Debt Collector,
197476,"ARS Portfolio Services, LLC",Williamsville,NY,USA,14221,Stephen Bissett,stephen.bissett@SagentLending.com,DC1265,MA Debt Collector,
1456896  1754347,ARstrat,,,,,,,,,fred.derivas@arstrat.com
1456896,"ARstrat, LLC",Denison,TX,USA,75020,Frederick deRivas,fred.derivas@arstrat.com,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Sugar Land,TX,USA,77478,Frederick deRivas,fred.derivas@arstrat.com,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Denison,TX,USA,75020,Frederick deRivas,fred.derivas@arstrat.com,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Sugar Land,TX,USA,77478,Frederick deRivas,fred.derivas@arstrat.com,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Houston,TX,USA,77036,Frederick deRivas,fred.derivas@arstrat.com,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Sugar Land,TX,USA,77478,,,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Denison,TX,USA,75020,,,DC1456896,MA Debt Collector,
1456896,"ARstrat, LLC",Sherman,TX,USA,75090,Frederick deRivas,fred.derivas@arstrat.com,DC1456896,MA Debt Collector,
934305,"ATG Credit, LLC",Chicago,IL,USA,60622,Andrew Twyman,andrew@atgcredit.com,DC1178,MA Debt Collector,
934305,"ATG Credit, LLC",Chicago,IL,USA,60622,Andrew Twyman,andrew@atgcredit.com,DC1178,MA Debt Collector,
934305,"ATG Credit, LLC",Chicago,IL,USA,60622,,,DC1178,MA Debt Collector,
934305,"ATG Credit, LLC",,,,,,,,,PLYONS@CORNERSTONESUPPORT.COM
1172914,"ATLANTIC COLLECTION AGENCY, INC",,,,,,,,,KEVIN@ATLANTIC-COLLECTION.NET
953138,"AUDIT SYSTEMS,INC",Largo,FL,USA,33778,Jennifer Banks,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",Largo,FL,USA,33778,Jennifer Banks,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",CLEARWATER,FL,USA,33762,CAROL JACOBS,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",CLEARWATER,FL,USA,33762,Jennifer Banks,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",CLEARWATER,FL,USA,33762,Jennifer Banks,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",Largo,FL,USA,33770,Jennifer Banks,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",Largo,FL,USA,33770,,,DC0641,MA Debt Collector,
953138,"AUDIT SYSTEMS,INC",Largo,FL,USA,33770,Jennifer Banks,asi@auditsystemsinc.net,DC0641,MA Debt Collector,
939463,"AXIS FINANCIAL SERVICES, INC.",CARLSBAD,CA,USA,92009,VANESSA GRIFFIN,VGRIFFIN@PINNACLERECOVERY.COM,DC112081-100,MA Debt Collector,
939463,"AXIS FINANCIAL SERVICES, INC.",CARLSBAD,CA,USA,92009,VANESSA GRIFFIN,VGRIFFIN@PINNACLRECOVERY.COM,DC112081-100,MA Debt Collector,
939463,"AXIS FINANCIAL SERVICES, INC.",CARLSBAD,CA,USA,92009,VANESSA GRIFFIN,VGRIFFIN@PINNACLRECOVERY.COM,DC112081-100,MA Debt Collector,
939463,"AXIS FINANCIAL SERVICES, INC.",CARLSBAD,CA,USA,92009,,,DC112081-100,MA Debt Collector,
939463,"AXIS FINANCIAL SERVICES, INC.",CARLSBAD,CA,USA,92009,VANESSA GRIFFIN,VGRIFFIN@PINNACLERECOVERY.COM,DC112081-100,MA Debt Collector,
,"Aargon Agency, Inc.",,NV,USA,,,,,,
,Abbott Osborn Jacobs PLC,,IA,USA,,,,,,
1033955,"Ability Recovery Services, LLC",Dupont,PA,USA,18641,Sharon Behnke,seinhorn@ars-llc.biz,DC1033955,MA Debt Collector,
1033955,"Ability Recovery Services, LLC",Dupont,PA,USA,18641,,,DC1033955,MA Debt Collector,
1033955,"Ability Recovery Services, LLC",Dupont,PA,USA,18641,Sharon Behnke,seinhorn@ars-llc.biz,DC1033955,MA Debt Collector,
1033955,"Ability Recovery Services, LLC",,,,,,,,,hzambrano@cornerstonesupport.com
1033955,"Ability Recovery Services, LLC ",,,,,,,,,hzambrano@cornerstonesupport.com
1033955,"Ability Recovery Services, Llc",Dupont,PA,USA,18641,Sharon Behnke,seinhorn@ars-llc.biz,DC1033955,MA Debt Collector,
,"Abrahamsen Gindin, LLC",,PA,USA,,,,,,
,Absolute Resolutions Corp.,,MN,USA,,,,,,
,Absolute Resolutions Corp.,,CA,USA,,,,,,
1678180,Absolute Resolutions Corporation,Bloomington,MN,USA,55437,Greg Woodford,greg.woodford@absoluteresolutions.com,DC1678180,MA Debt Collector,
1678180,Absolute Resolutions Corporation,Bloomington,MN,USA,55437,Greg Woodford,greg.woodford@absoluteresolutions.com,DC1678180,MA Debt Collector,
,Accelerated Business Consultants,,CA,USA,,,,,,
,"Accelerated Inventory Management, LLC",,TX,USA,,,,,,
,"Accelerated Portfolio, Inc.",,VA,USA,,,,,,
,"Accelerated Portfolio, Inc. ",,VA,USA,,,,,,
952162,Accenture Solutions Private Limited,Mumbai,,IND,400072,Emma Burrows,regulatory.licenses@accenture.com,DC952162,MA Debt Collector,
952162,Accenture Solutions Private Limited,Mumbai,,IND,400079,Emma Burrows,regulatory.licenses@accenture.com,DC1131,MA Debt Collector,
952162,Accenture Solutions Private Limited,Mumbai,,IND,400072,Emma Burrows,regulatory.licenses@accenture.com,DC952162,MA Debt Collector,
952162,Accenture Solutions Private Limited,Mumbai,,,400072,,,DC952162,MA Debt Collector,
952162,Accenture Solutions Private Limited,Mumbai,,IND,400079,Emma Burrows,regulatory.licenses@accenture.com,DC1131,MA Debt Collector,
952162,Accenture Solutions Private Limited,Mumbai,,,400079,,,DC1131,MA Debt Collector,
DC1131,Accenture Solutions Private Limited,,,,,,,,,regulatory.licenses@accenture.com
907337,"Account Control Technology, Inc.",Mason,OH,USA,45040,Felicia Lewis,flewis@convergentusa.com,DC0695,MA Debt Collector,
907337,"Account Control Technology, Inc.",Woodland Hills,CA,USA,91367,Charles Gregory,licensing@acumensolutionsgroupllc.com,DC0695,MA Debt Collector,
907337,"Account Control Technology, Inc.",Mason,OH,USA,45040,Charles Gregory,licensing@acumensolutionsgroupllc.com,DC907337,MA Debt Collector,
907337,"Account Control Technology, Inc.",Bakersfield,CA,USA,93309,Charles Gregory,licensing@acumensolutionsgroupllc.com,DC111125-101,MA Debt Collector,
907337,"Account Control Technology, Inc.",Dallas,TX,USA,75234,Charles Gregory,licensing@acumensolutionsgroupllc.com,DC907337,MA Debt Collector,
907337,"Account Control Technology, Inc.",San Angelo,TX,USA,76907,Charles Gregory,licensing@acumensolutionsgroupllc.com,DC111125-102,MA Debt Collector,
907337,"Account Control Technology, Inc.",Mason,OH,USA,45040,Felicia Lewis,flewis@convergentusa.com,DC0695,MA Debt Collector,
907337,"Account Control Technology, Inc.",Mason,OH,USA,45040,Charles Gregory,licensing@acumensolutionsgroupllc.com,DC0695,MA Debt Collector,
907337,"Account Control Technology, Inc.",Mason,OH,USA,45040,Tamika Mills,tmills@accountcontrol.com,DC0695,MA Debt Collector,
937608,"Account Discovery Systems, LLC",Amherst,NY,USA,14228,Mary Ann Prawal,ellie@accountdiscoverysystems.com,DC937608,MA Debt Collector,
937608,"Account Discovery Systems, Llc",Amherst,NY,USA,14228,Mary Ann Prawal,ellie@accountdiscoverysystems.com,DC937608,MA Debt Collector,
936497,"Account Resolution Group, LLC",Bakersfield,CA,USA,93311-8990,Sam Shawwa,sshawwa@argcollect.com,DC112038-100,MA Debt Collector,
936497,"Account Resolution Group, LLC",Bakersfield,CA,USA,93311-8990,Sam Shawwa,sshawwa@argcollect.com,DC936497,MA Debt Collector,
936497,"Account Resolution Group, LLC",Bakersfield,CA,USA,93313-2369,Sam Shawwa,sshawwa@argcollect.com,DC112038-100,MA Debt Collector,
936497,"Account Resolution Group, Llc",Bakersfield,CA,USA,93313-2369,Sam Shawwa,sshawwa@argcollect.com,DC112038-100,MA Debt Collector,
,Account Resolution Team,,TN,USA,,,,,,
,Accounts Interchange Group LLC,,NY,USA,,,,,,
922861,Accounts Receivable Automated Solutions Inc.,Troy,AL,USA,36081,Kerry Brayton,kerry.brayton@cgi.com,DC112066-100,MA Debt Collector,
922861,Accounts Receivable Automated Solutions Inc.,Troy,AL,USA,36081,Kerry Brayton,plyons@cornerstonesupport.com,DC112066-100,MA Debt Collector,
922861,Accounts Receivable Automated Solutions Inc.,Troy,AL,USA,36081,Kerry Brayton,kerry.brayton@cgi.com,DC112066-100,MA Debt Collector,
922861,Accounts Receivable Automated Solutions Inc.,Troy,AL,USA,36081,Blair Taylor,blair.taylor@cgi.com,DC112066-100,MA Debt Collector,
934276,Accounts Receivable Technologies Inc.,Piscataway,NJ,USA,8854,Rajesh Chhabria,grathaur@artechonline.com,DC112045-100,MA Debt Collector,
934276,Accounts Receivable Technologies Inc.,Piscataway,NJ,USA,8854,Rajesh Chhabria,grathaur@artechonline.com,DC112045-100,MA Debt Collector,
934276,Accounts Receivable Technologies Inc.,Piscataway,NJ,USA,8854,,,DC112045-100,MA Debt Collector,
934276,"Accounts Receivable Technologies, Inc",,,,,,,,,grathaur@fcsbpo.com
,"Accounts Receivable, Inc.",,WA,USA,,,,,,
,"Acctcorp International, Inc.",,WA,USA,,,,,,
1127988,"Acquired Assets, Ltd",Mineola,NY,USA,11501,Susan Feldman,sfeldman@allencollects.com,DC1127988,MA Debt Collector,
931957,"Action Collection Agencies, Inc.",Middleboro,MA,USA,23460,Jay Gonsalves,jeg@actioncollection.com,DC0012,MA Debt Collector,
,"Action Collection Agencies, Inc.",,MA,USA,,,,,,
931957,"Action Collection Agencies, Inc.",Middleboro,MA,USA,23460,Jay Gonsalves,jeg@actioncollection.com,DC0012,MA Debt Collector,
931957,"Action Collection Agencies, Inc.",Middleboro,MA,USA,2346,,,DC0012,MA Debt Collector,
931957,Action Collection Agency of Boston,,,,,,,,,jeg@actioncollection.com
1148267,"Action Financial Services, LLC",MEDFORD,OR,USA,97504,Rebecca Dillon,rdillon@actionfinancial.us.com,DC1148267,MA Debt Collector,
1148267,"Action Financial Services, LLC",Indianapolis,IN,USA,46219,Rebecca Dillon,rdillon@actionfinancial.us.com,DC1148267,MA Debt Collector,
1148267,"Action Financial Services, LLC",MEDFORD,OR,USA,97504,Rebecca Dillon,rdillon@actionfinancial.us.com,DC1148267,MA Debt Collector,
1148267,"Action Financial Services, LLC",Indianapolis,IN,USA,46219,Rebecca Dillon,rdillon@actionfinancial.us.com,DC1148267,MA Debt Collector,
1148267,"Action Financial Services, Llc",Medford,OR,USA,97504,Rebecca Dillon,rdillon@actionfinancial.us.com,DC1148267,MA Debt Collector,
1088017,"Activate Financial, LLC",San Diego,CA,USA,92121-4760,Derek Gamble,compliance@vervent.com,DC1088017,MA Debt Collector,
1088017,"Activate Financial, LLC",Baja,,MEX,,Derek Gamble,compliance@vervent.com,DC1088017,MA Debt Collector,
,"Actuate Law, LLC",,IL,USA,,,,,,
,Acumen Solutions Group,,NY,USA,,,,,,
988275,"Adler Wallach & Associates, Inc.",Orange,CA,USA,92867,Marian Mapes,mmapes@awacoll.com,DC988275,MA Debt Collector,
988275,"Adler Wallach & Associates, Inc.",Orange,CA,USA,92867,,,DC988275,MA Debt Collector,
988275,"Adler Wallach & Associates, Inc.",Orange,CA,USA,92867,Marian Mapes,mmapes@awacoll.com,DC988275,MA Debt Collector,
988275,"Adler Wallach & Associates, Inc.",,,,,,,,,mmapes@awacoll.com
1103081,Admin Recovery LLC,Williamsville,NY,USA,14221,Frank Parisi,fparisi@adminrecovery.com,DC1103081,MA Debt Collector,
1103081,Admin Recovery LLC,Williamsville,NY,USA,14221,Frank Parisi,fparisi@adminrecovery.com,DC1103081,MA Debt Collector,
1103081,Admin Recovery LLC,,,,,,,,,fparisi@adminrecovery.com
1103081,Admin Recovery LLC,Williamsville,NY,USA,14221,,,DC1103081,MA Debt Collector,
1103081,Admin Recovery Llc,Williamsville,NY,USA,14221,Frank Parisi,fparisi@adminrecovery.com,DC1103081,MA Debt Collector,
3078,Advanced Call Center Technologies LLC,,,,,,,,,licensing@acttoday.com
3078,"Advanced Call Center Technologies, LLC",Johnson City,TN,USA,37601,Kristine Pizzirani,kpizzirani@acttoday.com,DC0516,MA Debt Collector,
3078,"Advanced Call Center Technologies, LLC",Johnson City,TN,USA,37601,Tammy McEwen,tmcewen@cdventures.net,DC0516,MA Debt Collector,
3078,"Advanced Call Center Technologies, LLC",Johnson City,TN,USA,37601,Kristine Pizzirani,kpizzirani@acttoday.com,DC0516,MA Debt Collector,
3078,"Advanced Call Center Technologies, LLC",Johnson City,TN,USA,37601,,,DC0516,MA Debt Collector,
3078,"Advanced Call Center Technologies, Llc",Johnson City,TN,USA,37601,Tammy Mcewen,tmcewen@cdventures.net,DC0516,MA Debt Collector,
1716908,"Advanced Collections Services, LLC",Lewiston,ME,USA,04243-7103,Peter Allen,pallen@advancedcollectionservices.net,DC1716908,MA Debt Collector,
244947,Advanced Financial Company,Carlsbad,CA,USA,92008,Kyle Kolsky,kkolsky@advancedfinco.com,DC244947,MA Debt Collector,
244947,Advanced Financial Company,Carlsbad,CA,USA,92008,Kyle Kolsky,kkolsky@advancedfinco.com,DC244947,MA Debt Collector,
244947,Advanced Financial Company,Carlsbad,CA,USA,92008,,,DC244947,MA Debt Collector,
244947,Advanced Financial Company,Carlsbad,CA,USA,92008,Randal Nakagawa,rnakagawa@advancedfinco.com,DC244947,MA Debt Collector,
DC244947,Advanced Financial Company,,,,,,,,,kkolsky@advancedfinco.com
,Advancial Federal Credit Union,,TX,USA,,,,,,
1391299,"Affiliate Asset Solutions, LLC",Peachtree Corners,GA,USA,30092,Anthony Albanese,aalbanese@pendrickcp.com,DC1391299,MA Debt Collector,
1391299,"Affiliate Asset Solutions, LLC",Peachtree Corners,GA,USA,30092,Anthony Albanese,aalbanese@pendrickcp.com,DC1391299,MA Debt Collector,
939588,"Afni, Inc.",Bloomington,IL,USA,61701,Alicia Mckeighan,aliciamckeighan@afni.com,DC0711,MA Debt Collector,
939588,"Afni, Inc.",Bloomington,IL,USA,61701,Alicia McKeighan,aliciamckeighan@afni.com,DC0711,MA Debt Collector,
939588,"Afni, Inc.",Bloomington,IL,USA,61701,Alicia McKeighan,aliciamckeighan@afni.com,DC0711,MA Debt Collector,
939588,"Afni, Inc.",Bloomington,IL,USA,61701,,,DC0711,MA Debt Collector,
939588,"Afni, Inc.",,,,,,,,,jeffreypope@afni.com
,"AgreeYa Solutions, Inc.",,CA,USA,,,,,,
921364,"Ais Recovery Solutions, Llc",Vadodara,,IND,390003,Jon Mccleskey,jmccleskey@americaninfosource.com,DC921364,MA Debt Collector,
921364,"Ais Recovery Solutions, Llc",Oklahoma City,OK,USA,73118,Jon Mccleskey,jmccleskey@americaninfosource.com,DC921364,MA Debt Collector,
921364,"Ais Recovery Solutions, Llc",Irving,TX,USA,75038,Jon Mccleskey,jmccleskey@americaninfosource.com,DC921364,MA Debt Collector,
,Aktos Inc,,CA,USA,,,,,,
1401770,Aldous & Associates PLLC,Holladay,UT,USA,84117,Tyler Rice,tylerr@aldouslegal.com,DC1401770,MA Debt Collector,
1401770,Aldous & Associates PLLC,,,,,,,,,tylerr@aldouslegal.com
1401770,Aldous & Associates PLLC,Holladay,UT,USA,84117,,,DC1401770,MA Debt Collector,
1401770,Aldous & Associates PLLC,Holladay,UT,USA,84117,Tyler Rice,tylerr@aldouslegal.com,DC1401770,MA Debt Collector,
,"Aldridge Pite Haan, LLP",,GA,USA,,,,,,
946131,"All Cape Cod & Islands Collection Service, Inc.",Harwich Port,MA,USA,2646,Terry Hayden,allcape@comcast.net,DC0011,MA Debt Collector,
1491400,"All Debt Solutions, Inc.",Milford,MA,USA,1757,John Tammaro,john@alldebtsolutionsinc.com,DC1491400,MA Debt Collector,
